"age","workclass","education_num","occupation","capital_gain","capital_loss","hours_per_week","sex","group","race","relationship","marital_status","native_country","income","y","source_file","row_id","set_type","bias_level"
21,"Private",9,"Handlers-cleaners",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",5468,"train_balanced","balanced"
40,"Private",11,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",28413,"train_balanced","balanced"
45,"Private",13,"Sales",0,0,46,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",6442,"train_balanced","balanced"
75,"Private",10,"Prof-specialty",0,0,8,"Female","Female","White","Not-in-family","Widowed","United-States","<=50K",0,"adult.data",22851,"train_balanced","balanced"
42,"Private",14,"Prof-specialty",0,0,45,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",22622,"train_balanced","balanced"
29,"Self-emp-not-inc",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",25070,"train_balanced","balanced"
29,"Private",15,"Prof-specialty",2174,0,72,"Female","Female","White","Own-child","Divorced","United-States","<=50K",0,"adult.data",10976,"train_balanced","balanced"
37,"Private",10,"Sales",0,0,48,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",94,"train_balanced","balanced"
20,"Private",9,"Sales",0,0,84,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",27019,"train_balanced","balanced"
46,"Private",10,"Adm-clerical",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",35928,"train_balanced","balanced"
27,"Private",13,"Adm-clerical",0,0,35,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",12629,"train_balanced","balanced"
62,"Private",2,"Priv-house-serv",0,0,30,"Female","Female","Black","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.test",34896,"train_balanced","balanced"
58,"Federal-gov",13,"Exec-managerial",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",19167,"train_balanced","balanced"
36,"Private",13,"Other-service",7298,0,36,"Male","Male","Black","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",196,"train_balanced","balanced"
45,"Private",5,"Other-service",0,0,40,"Female","Female","Black","Unmarried","Divorced","Haiti","<=50K",0,"adult.test",38445,"train_balanced","balanced"
53,"Self-emp-inc",10,"Exec-managerial",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",40974,"train_balanced","balanced"
33,"Private",11,"Machine-op-inspct",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",7041,"train_balanced","balanced"
38,"Local-gov",13,"Prof-specialty",0,0,15,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",7652,"train_balanced","balanced"
20,"Private",10,"Sales",0,0,30,"Female","Female","White","Other-relative","Married-civ-spouse","United-States","<=50K",0,"adult.data",10254,"train_balanced","balanced"
47,"Private",13,"Sales",0,0,55,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",18470,"train_balanced","balanced"
36,"Private",9,"Machine-op-inspct",0,0,40,"Female","Female","Black","Other-relative","Never-married","United-States","<=50K",0,"adult.test",35023,"train_balanced","balanced"
28,"Private",5,"Other-service",0,0,35,"Female","Female","White","Other-relative","Married-civ-spouse","United-States","<=50K",0,"adult.test",45812,"train_balanced","balanced"
52,"Private",9,"Tech-support",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",39122,"train_balanced","balanced"
35,"Private",10,"Prof-specialty",0,0,40,"Male","Male","Amer-Indian-Eskimo","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",17406,"train_balanced","balanced"
36,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Unmarried","Divorced","United-States","<=50K",0,"adult.test",37921,"train_balanced","balanced"
45,"Private",9,"Other-service",0,0,35,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",14066,"train_balanced","balanced"
37,"Self-emp-not-inc",15,"Prof-specialty",99999,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",4574,"train_balanced","balanced"
56,"Self-emp-inc",9,"Exec-managerial",0,0,21,"Female","Female","Asian-Pac-Islander","Other-relative","Married-civ-spouse","China","<=50K",0,"adult.test",32418,"train_balanced","balanced"
27,"Private",9,"Handlers-cleaners",0,0,40,"Male","Male","White","Unmarried","Separated","United-States","<=50K",0,"adult.data",29028,"train_balanced","balanced"
37,"Private",13,"Exec-managerial",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States",">50K",1,"adult.test",31229,"train_balanced","balanced"
36,"Local-gov",9,"Adm-clerical",0,0,40,"Female","Female","Black","Unmarried","Separated","United-States","<=50K",0,"adult.test",37347,"train_balanced","balanced"
52,"Private",10,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",22251,"train_balanced","balanced"
18,"Private",9,"Tech-support",0,0,10,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23362,"train_balanced","balanced"
48,"Private",9,"Machine-op-inspct",0,0,48,"Male","Male","Black","Not-in-family","Divorced","United-States","<=50K",0,"adult.test",38976,"train_balanced","balanced"
27,"Private",10,"Sales",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",136,"train_balanced","balanced"
33,"Private",9,"Adm-clerical",0,0,41,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",29817,"train_balanced","balanced"
41,"Federal-gov",13,"Adm-clerical",0,0,40,"Female","Female","Asian-Pac-Islander","Wife","Married-civ-spouse","Philippines",">50K",1,"adult.data",17960,"train_balanced","balanced"
27,"Private",10,"Adm-clerical",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",18959,"train_balanced","balanced"
32,"Private",13,"Exec-managerial",0,0,55,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",34121,"train_balanced","balanced"
35,"Private",13,"Other-service",0,0,45,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11903,"train_balanced","balanced"
24,"Private",10,"Exec-managerial",0,1504,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.test",36081,"train_balanced","balanced"
25,"Private",13,"Exec-managerial",0,1726,60,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",25320,"train_balanced","balanced"
18,"Private",7,"Other-service",0,0,12,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.test",40311,"train_balanced","balanced"
35,"Private",10,"Sales",0,0,48,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11328,"train_balanced","balanced"
46,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",9255,"train_balanced","balanced"
45,"Private",9,"Other-service",0,0,40,"Female","Female","Black","Unmarried","Never-married","United-States","<=50K",0,"adult.data",10246,"train_balanced","balanced"
45,"Private",14,"Prof-specialty",0,0,36,"Male","Male","White","Husband","Married-civ-spouse","England",">50K",1,"adult.data",1509,"train_balanced","balanced"
21,"Private",10,"Adm-clerical",0,0,35,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",17269,"train_balanced","balanced"
43,"State-gov",14,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",10176,"train_balanced","balanced"
23,"Private",10,"Other-service",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.test",34114,"train_balanced","balanced"
54,"Self-emp-inc",16,"Prof-specialty",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",21026,"train_balanced","balanced"
45,"Private",13,"Exec-managerial",0,1977,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",14615,"train_balanced","balanced"
20,"Private",10,"Adm-clerical",0,1719,30,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.test",38186,"train_balanced","balanced"
54,"Federal-gov",10,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23370,"train_balanced","balanced"
24,"Private",10,"Adm-clerical",0,0,20,"Female","Female","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",7944,"train_balanced","balanced"
22,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",3406,"train_balanced","balanced"
36,"Private",9,"Adm-clerical",4865,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",15276,"train_balanced","balanced"
39,"Local-gov",13,"Adm-clerical",0,0,35,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",3321,"train_balanced","balanced"
18,"Private",8,"Other-service",0,0,30,"Female","Female","Other","Own-child","Never-married","United-States","<=50K",0,"adult.test",36232,"train_balanced","balanced"
40,"Private",3,"Other-service",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Mexico","<=50K",0,"adult.data",26187,"train_balanced","balanced"
35,"Self-emp-not-inc",9,"Sales",0,0,50,"Male","Male","White","Not-in-family","Divorced","United-States",">50K",1,"adult.data",22491,"train_balanced","balanced"
55,"Local-gov",15,"Prof-specialty",0,0,39,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",10645,"train_balanced","balanced"
45,"Private",9,"Transport-moving",0,0,50,"Female","Female","White","Other-relative","Married-civ-spouse","Missing","<=50K",0,"adult.test",40447,"train_balanced","balanced"
53,"State-gov",6,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",24264,"train_balanced","balanced"
24,"Self-emp-not-inc",13,"Prof-specialty",0,0,20,"Female","Female","White","Other-relative","Married-civ-spouse","United-States",">50K",1,"adult.test",42928,"train_balanced","balanced"
32,"Private",9,"Adm-clerical",0,0,38,"Female","Female","White","Not-in-family","Divorced","United-States",">50K",1,"adult.test",36572,"train_balanced","balanced"
56,"Self-emp-not-inc",9,"Transport-moving",0,0,90,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",21666,"train_balanced","balanced"
37,"Private",13,"Sales",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",41472,"train_balanced","balanced"
24,"Private",13,"Prof-specialty",0,0,30,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",26581,"train_balanced","balanced"
38,"Local-gov",10,"Other-service",0,0,12,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",1166,"train_balanced","balanced"
45,"State-gov",15,"Prof-specialty",0,0,43,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",9826,"train_balanced","balanced"
37,"Private",2,"Other-service",0,0,35,"Female","Female","White","Unmarried","Divorced","Mexico","<=50K",0,"adult.test",36137,"train_balanced","balanced"
40,"Private",9,"Other-service",0,0,40,"Female","Female","White","Not-in-family","Separated","United-States","<=50K",0,"adult.test",32424,"train_balanced","balanced"
33,"Local-gov",13,"Tech-support",0,1564,52,"Male","Male","Black","Not-in-family","Never-married","United-States",">50K",1,"adult.data",14683,"train_balanced","balanced"
34,"Private",9,"Craft-repair",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",29063,"train_balanced","balanced"
45,"Federal-gov",13,"Adm-clerical",0,0,45,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.test",44961,"train_balanced","balanced"
28,"Private",9,"Machine-op-inspct",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",25991,"train_balanced","balanced"
22,"Private",10,"Adm-clerical",0,0,20,"Female","Female","Black","Own-child","Never-married","United-States","<=50K",0,"adult.test",34553,"train_balanced","balanced"
47,"Private",9,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",29071,"train_balanced","balanced"
27,"Private",10,"Machine-op-inspct",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",21848,"train_balanced","balanced"
58,"Private",14,"Adm-clerical",0,0,24,"Female","Female","White","Not-in-family","Never-married","United-States",">50K",1,"adult.data",17218,"train_balanced","balanced"
47,"Self-emp-not-inc",10,"Craft-repair",0,1977,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",14379,"train_balanced","balanced"
20,"Private",9,"Handlers-cleaners",0,0,43,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",3224,"train_balanced","balanced"
56,"Private",7,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",24830,"train_balanced","balanced"
37,"Private",6,"Transport-moving",0,0,55,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",20674,"train_balanced","balanced"
20,"Private",9,"Farming-fishing",0,0,40,"Male","Male","Asian-Pac-Islander","Own-child","Never-married","United-States","<=50K",0,"adult.data",11680,"train_balanced","balanced"
32,"Private",13,"Exec-managerial",0,2444,50,"Male","Male","White","Other-relative","Never-married","United-States",">50K",1,"adult.data",18555,"train_balanced","balanced"
54,"Private",10,"Prof-specialty",0,0,40,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",18500,"train_balanced","balanced"
54,"Self-emp-not-inc",14,"Prof-specialty",0,0,30,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",26213,"train_balanced","balanced"
25,"Private",13,"Sales",0,0,44,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",14168,"train_balanced","balanced"
20,"Private",9,"Adm-clerical",0,0,40,"Female","Female","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",20947,"train_balanced","balanced"
46,"Private",10,"Exec-managerial",0,1902,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",45915,"train_balanced","balanced"
43,"Local-gov",10,"Farming-fishing",0,2002,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",35873,"train_balanced","balanced"
23,"Private",11,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",25479,"train_balanced","balanced"
64,"Federal-gov",13,"Adm-clerical",0,0,40,"Female","Female","Black","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",18222,"train_balanced","balanced"
20,"Private",8,"Adm-clerical",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",21368,"train_balanced","balanced"
41,"Private",11,"Tech-support",3325,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",15237,"train_balanced","balanced"
41,"Private",12,"Craft-repair",0,0,40,"Male","Male","White","Own-child","Divorced","United-States","<=50K",0,"adult.data",20398,"train_balanced","balanced"
41,"Self-emp-inc",14,"Prof-specialty",0,0,70,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",34509,"train_balanced","balanced"
50,"Self-emp-not-inc",9,"Sales",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",41197,"train_balanced","balanced"
44,"Self-emp-not-inc",8,"Exec-managerial",0,0,60,"Male","Male","Asian-Pac-Islander","Husband","Married-civ-spouse","Vietnam","<=50K",0,"adult.data",16890,"train_balanced","balanced"
45,"Private",16,"Prof-specialty",0,1977,30,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",11840,"train_balanced","balanced"
36,"Private",13,"Exec-managerial",7688,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",10139,"train_balanced","balanced"
52,"Federal-gov",13,"Tech-support",7688,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",3381,"train_balanced","balanced"
49,"Private",10,"Adm-clerical",0,0,38,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",24994,"train_balanced","balanced"
24,"Private",10,"Sales",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",9428,"train_balanced","balanced"
34,"Private",13,"Sales",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",16663,"train_balanced","balanced"
34,"State-gov",13,"Adm-clerical",3325,0,40,"Female","Female","Black","Not-in-family","Never-married","United-States","<=50K",0,"adult.test",39958,"train_balanced","balanced"
24,"Private",10,"Sales",0,0,30,"Female","Female","Other","Unmarried","Married-spouse-absent","Ecuador","<=50K",0,"adult.data",12035,"train_balanced","balanced"
53,"Local-gov",10,"Other-service",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",17804,"train_balanced","balanced"
38,"Self-emp-not-inc",14,"Farming-fishing",0,0,70,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",17418,"train_balanced","balanced"
40,"Private",14,"Prof-specialty",15024,0,24,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",18291,"train_balanced","balanced"
57,"Private",11,"Prof-specialty",0,0,40,"Female","Female","White","Not-in-family","Widowed","United-States","<=50K",0,"adult.data",18502,"train_balanced","balanced"
23,"Private",11,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.test",42493,"train_balanced","balanced"
23,"Private",13,"Sales",0,1602,12,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",16867,"train_balanced","balanced"
17,"Self-emp-inc",6,"Other-service",0,0,35,"Male","Male","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",13474,"train_balanced","balanced"
40,"Private",9,"Other-service",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",3591,"train_balanced","balanced"
24,"State-gov",10,"Other-service",0,0,40,"Female","Female","White","Not-in-family","Never-married","Canada","<=50K",0,"adult.data",26708,"train_balanced","balanced"
35,"Private",10,"Prof-specialty",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",6828,"train_balanced","balanced"
27,"Private",9,"Sales",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",18768,"train_balanced","balanced"
59,"Private",8,"Machine-op-inspct",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",39665,"train_balanced","balanced"
63,"Private",10,"Sales",0,0,60,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",5326,"train_balanced","balanced"
21,"Private",9,"Sales",0,0,55,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",4837,"train_balanced","balanced"
28,"Private",11,"Prof-specialty",0,0,36,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.test",30759,"train_balanced","balanced"
32,"Private",9,"Tech-support",0,0,36,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",11027,"train_balanced","balanced"
45,"Private",6,"Sales",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",7034,"train_balanced","balanced"
23,"Private",9,"Sales",0,0,40,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.test",42001,"train_balanced","balanced"
20,"Private",9,"Prof-specialty",0,0,36,"Female","Female","White","Own-child","Married-civ-spouse","Missing","<=50K",0,"adult.data",14574,"train_balanced","balanced"
32,"Private",13,"Sales",13550,0,35,"Male","Male","White","Own-child","Never-married","United-States",">50K",1,"adult.test",36570,"train_balanced","balanced"
46,"Private",9,"Sales",0,0,35,"Male","Male","White","Husband","Married-civ-spouse","Missing","<=50K",0,"adult.data",4363,"train_balanced","balanced"
47,"Federal-gov",13,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",21679,"train_balanced","balanced"
22,"Private",9,"Tech-support",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",22058,"train_balanced","balanced"
42,"Federal-gov",9,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",13104,"train_balanced","balanced"
31,"Private",13,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",30327,"train_balanced","balanced"
67,"Private",10,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",4842,"train_balanced","balanced"
42,"Private",10,"Other-service",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",6978,"train_balanced","balanced"
58,"Private",4,"Farming-fishing",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",29284,"train_balanced","balanced"
23,"State-gov",10,"Protective-serv",99999,0,40,"Female","Female","Other","Not-in-family","Never-married","United-States",">50K",1,"adult.test",36636,"train_balanced","balanced"
56,"Private",9,"Sales",0,1977,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",43219,"train_balanced","balanced"
39,"Self-emp-inc",15,"Prof-specialty",0,0,31,"Male","Male","White","Husband","Married-civ-spouse","Cuba",">50K",1,"adult.test",32753,"train_balanced","balanced"
30,"State-gov",9,"Adm-clerical",0,0,38,"Female","Female","White","Own-child","Married-AF-spouse","United-States","<=50K",0,"adult.data",10806,"train_balanced","balanced"
23,"Private",3,"Handlers-cleaners",0,0,55,"Male","Male","White","Not-in-family","Never-married","Mexico","<=50K",0,"adult.data",19916,"train_balanced","balanced"
46,"Private",16,"Prof-specialty",25236,0,65,"Female","Female","White","Unmarried","Divorced","United-States",">50K",1,"adult.data",658,"train_balanced","balanced"
47,"Self-emp-not-inc",10,"Prof-specialty",0,0,40,"Female","Female","Black","Unmarried","Divorced","United-States","<=50K",0,"adult.data",12456,"train_balanced","balanced"
41,"Private",10,"Adm-clerical",0,0,38,"Female","Female","White","Not-in-family","Separated","United-States","<=50K",0,"adult.data",3715,"train_balanced","balanced"
56,"Local-gov",13,"Tech-support",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",26,"train_balanced","balanced"
36,"Private",9,"Craft-repair",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","Dominican-Republic","<=50K",0,"adult.test",41877,"train_balanced","balanced"
67,"Private",9,"Sales",0,0,20,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.test",41277,"train_balanced","balanced"
31,"Private",10,"Adm-clerical",0,0,20,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.test",35560,"train_balanced","balanced"
31,"Private",12,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",39103,"train_balanced","balanced"
36,"Private",9,"Craft-repair",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",17984,"train_balanced","balanced"
