"age","workclass","education_num","occupation","capital_gain","capital_loss","hours_per_week","sex","group","race","relationship","marital_status","native_country","income","y","source_file","row_id","set_type"
30,"Federal-gov",10,"Adm-clerical",0,0,40,"Male","Male","White","Own-child","Married-civ-spouse","United-States","<=50K",0,"adult.data",33,"train_pool"
22,"State-gov",10,"Other-service",0,0,15,"Male","Male","Black","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",34,"train_pool"
48,"Private",7,"Machine-op-inspct",0,0,40,"Male","Male","White","Unmarried","Never-married","Puerto-Rico","<=50K",0,"adult.data",35,"train_pool"
21,"Private",10,"Machine-op-inspct",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",36,"train_pool"
19,"Private",9,"Adm-clerical",0,0,25,"Female","Female","White","Wife","Married-AF-spouse","United-States","<=50K",0,"adult.data",37,"train_pool"
31,"Private",10,"Sales",0,0,38,"Male","Male","White","Husband","Married-civ-spouse","Missing",">50K",1,"adult.data",38,"train_pool"
53,"Self-emp-not-inc",13,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",41,"train_pool"
24,"Private",13,"Tech-support",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",42,"train_pool"
49,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Unmarried","Separated","United-States","<=50K",0,"adult.data",43,"train_pool"
25,"Private",9,"Handlers-cleaners",0,0,35,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",44,"train_pool"
57,"Federal-gov",13,"Prof-specialty",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",45,"train_pool"
53,"Private",9,"Machine-op-inspct",0,0,38,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",46,"train_pool"
44,"Private",14,"Exec-managerial",0,0,40,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",47,"train_pool"
41,"State-gov",11,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",48,"train_pool"
29,"Private",11,"Prof-specialty",0,0,43,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",49,"train_pool"
25,"Private",10,"Exec-managerial",0,0,40,"Female","Female","Other","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",50,"train_pool"
18,"Private",9,"Other-service",0,0,30,"Female","Female","White","Own-child","Never-married","Missing","<=50K",0,"adult.data",51,"train_pool"
47,"Private",15,"Prof-specialty",0,1902,60,"Female","Female","White","Wife","Married-civ-spouse","Honduras",">50K",1,"adult.data",52,"train_pool"
50,"Federal-gov",13,"Exec-managerial",0,0,55,"Male","Male","White","Not-in-family","Divorced","United-States",">50K",1,"adult.data",53,"train_pool"
47,"Self-emp-inc",9,"Exec-managerial",0,0,60,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",54,"train_pool"
46,"Private",3,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Mexico","<=50K",0,"adult.data",56,"train_pool"
35,"Private",11,"Other-service",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Puerto-Rico","<=50K",0,"adult.data",57,"train_pool"
41,"Private",9,"Adm-clerical",0,0,48,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",58,"train_pool"
30,"Private",13,"Sales",2407,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",60,"train_pool"
48,"Private",9,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",61,"train_pool"
42,"Private",16,"Prof-specialty",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",62,"train_pool"
36,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",64,"train_pool"
28,"Private",10,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",65,"train_pool"
49,"Self-emp-inc",10,"Exec-managerial",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",67,"train_pool"
19,"Private",10,"Prof-specialty",0,0,32,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",68,"train_pool"
29,"Self-emp-not-inc",13,"Sales",0,0,70,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",70,"train_pool"
23,"Private",10,"Machine-op-inspct",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",71,"train_pool"
79,"Private",10,"Prof-specialty",0,0,20,"Male","Male","White","Other-relative","Married-civ-spouse","United-States","<=50K",0,"adult.data",72,"train_pool"
27,"Private",9,"Other-service",0,0,40,"Male","Male","White","Own-child","Never-married","Mexico","<=50K",0,"adult.data",73,"train_pool"
40,"Private",12,"Adm-clerical",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",74,"train_pool"
31,"Local-gov",4,"Farming-fishing",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",76,"train_pool"
18,"Private",9,"Sales",0,0,30,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",77,"train_pool"
52,"Private",13,"Other-service",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Cuba","<=50K",0,"adult.data",78,"train_pool"
46,"Private",9,"Other-service",0,0,40,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",79,"train_pool"
59,"Private",9,"Sales",0,0,48,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",80,"train_pool"
53,"Private",9,"Sales",0,0,35,"Female","Female","White","Own-child","Divorced","United-States","<=50K",0,"adult.data",82,"train_pool"
49,"Local-gov",9,"Protective-serv",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",83,"train_pool"
33,"Private",14,"Prof-specialty",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",84,"train_pool"
30,"Private",5,"Sales",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",85,"train_pool"
43,"Federal-gov",16,"Prof-specialty",0,0,50,"Female","Female","White","Not-in-family","Never-married","United-States",">50K",1,"adult.data",86,"train_pool"
57,"Private",11,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",87,"train_pool"
37,"Private",10,"Craft-repair",0,0,40,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",88,"train_pool"
28,"Private",10,"Machine-op-inspct",0,0,25,"Female","Female","Black","Unmarried","Divorced","United-States","<=50K",0,"adult.data",89,"train_pool"
30,"Private",9,"Sales",0,1573,35,"Female","Female","Asian-Pac-Islander","Wife","Married-civ-spouse","Missing","<=50K",0,"adult.data",90,"train_pool"
34,"Local-gov",13,"Protective-serv",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",91,"train_pool"
29,"Local-gov",10,"Handlers-cleaners",0,0,50,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",92,"train_pool"
48,"Self-emp-not-inc",16,"Prof-specialty",0,1902,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",93,"train_pool"
37,"Private",10,"Sales",0,0,48,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",94,"train_pool"
48,"Private",12,"Exec-managerial",0,0,40,"Female","Female","White","Unmarried","Divorced","England","<=50K",0,"adult.data",95,"train_pool"
32,"Federal-gov",9,"Other-service",0,0,40,"Male","Male","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",96,"train_pool"
44,"Private",13,"Exec-managerial",15024,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",98,"train_pool"
47,"Self-emp-not-inc",14,"Prof-specialty",0,0,50,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",99,"train_pool"
20,"Private",10,"Tech-support",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",100,"train_pool"
29,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",101,"train_pool"
32,"Self-emp-inc",9,"Craft-repair",7688,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",102,"train_pool"
31,"Local-gov",9,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",104,"train_pool"
24,"Private",13,"Sales",0,0,40,"Male","Male","White","Other-relative","Never-married","United-States","<=50K",0,"adult.data",106,"train_pool"
38,"Private",15,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",107,"train_pool"
28,"Private",10,"Sales",4064,0,25,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",109,"train_pool"
36,"Private",9,"Machine-op-inspct",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",110,"train_pool"
53,"Private",5,"Handlers-cleaners",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",111,"train_pool"
56,"Self-emp-inc",10,"Sales",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",112,"train_pool"
49,"Local-gov",11,"Craft-repair",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",113,"train_pool"
55,"Private",10,"Sales",0,0,56,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",114,"train_pool"
22,"Private",9,"Craft-repair",0,0,41,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",115,"train_pool"
40,"Private",13,"Exec-managerial",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",117,"train_pool"
30,"Private",13,"Exec-managerial",0,0,40,"Male","Male","Black","Own-child","Never-married","Germany","<=50K",0,"adult.data",118,"train_pool"
29,"State-gov",13,"Prof-specialty",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",119,"train_pool"
19,"Private",10,"Other-service",0,0,35,"Male","Male","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",120,"train_pool"
47,"Private",13,"Exec-managerial",0,0,40,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",121,"train_pool"
20,"Private",10,"Adm-clerical",0,1719,28,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",122,"train_pool"
31,"Private",12,"Adm-clerical",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",123,"train_pool"
39,"Private",10,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",124,"train_pool"
28,"Private",12,"Sales",0,0,60,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",125,"train_pool"
24,"Private",9,"Other-service",0,1762,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",126,"train_pool"
38,"Self-emp-not-inc",9,"Craft-repair",4386,0,35,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",127,"train_pool"
37,"Private",13,"Sales",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",128,"train_pool"
46,"Private",12,"Tech-support",0,0,36,"Female","Female","Black","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",129,"train_pool"
38,"Federal-gov",14,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Iran",">50K",1,"adult.data",130,"train_pool"
43,"Self-emp-not-inc",9,"Craft-repair",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",131,"train_pool"
27,"Private",11,"Adm-clerical",0,0,35,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",132,"train_pool"
20,"Private",10,"Sales",0,0,20,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",133,"train_pool"
49,"Private",10,"Craft-repair",0,0,40,"Male","Male","Asian-Pac-Islander","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",134,"train_pool"
61,"Self-emp-inc",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",135,"train_pool"
27,"Private",10,"Sales",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",136,"train_pool"
19,"Private",10,"Other-service",0,0,30,"Male","Male","White","Own-child","Never-married","Mexico","<=50K",0,"adult.data",137,"train_pool"
45,"Private",11,"Prof-specialty",0,1564,40,"Female","Female","White","Not-in-family","Never-married","United-States",">50K",1,"adult.data",138,"train_pool"
70,"Private",10,"Tech-support",0,0,40,"Male","Male","White","Other-relative","Never-married","United-States","<=50K",0,"adult.data",139,"train_pool"
31,"Private",9,"Transport-moving",0,0,30,"Female","Female","Black","Unmarried","Never-married","United-States","<=50K",0,"adult.data",140,"train_pool"
22,"Private",10,"Other-service",0,0,24,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",141,"train_pool"
36,"Private",9,"Other-service",0,0,24,"Female","Female","White","Unmarried","Widowed","United-States","<=50K",0,"adult.data",142,"train_pool"
64,"Private",7,"Craft-repair",0,2179,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",143,"train_pool"
47,"Local-gov",10,"Adm-clerical",0,0,38,"Female","Female","White","Unmarried","Divorced","Mexico","<=50K",0,"adult.data",144,"train_pool"
34,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",145,"train_pool"
33,"Private",13,"Exec-managerial",0,0,40,"Female","Female","Asian-Pac-Islander","Other-relative","Never-married","Philippines","<=50K",0,"adult.data",146,"train_pool"
21,"Private",9,"Craft-repair",0,0,35,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",147,"train_pool"
48,"Private",9,"Craft-repair",0,0,46,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",148,"train_pool"
23,"Private",13,"Handlers-cleaners",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",149,"train_pool"
71,"Self-emp-not-inc",10,"Sales",0,1816,2,"Male","Male","Black","Unmarried","Separated","United-States","<=50K",0,"adult.data",150,"train_pool"
29,"Private",9,"Craft-repair",0,0,60,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",151,"train_pool"
42,"Private",13,"Other-service",0,0,50,"Male","Male","Black","Other-relative","Separated","United-States","<=50K",0,"adult.data",152,"train_pool"
25,"Private",9,"Other-service",0,0,40,"Female","Female","White","Unmarried","Never-married","United-States","<=50K",0,"adult.data",153,"train_pool"
44,"Self-emp-inc",14,"Exec-managerial",0,0,40,"Female","Female","Asian-Pac-Islander","Unmarried","Divorced","United-States","<=50K",0,"adult.data",154,"train_pool"
28,"Private",9,"Exec-managerial",0,0,40,"Female","Female","Asian-Pac-Islander","Not-in-family","Never-married","England","<=50K",0,"adult.data",155,"train_pool"
45,"Self-emp-not-inc",14,"Sales",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",156,"train_pool"
36,"Private",10,"Other-service",0,0,40,"Female","Female","White","Unmarried","Divorced","Mexico","<=50K",0,"adult.data",157,"train_pool"
39,"Federal-gov",12,"Exec-managerial",0,0,42,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",158,"train_pool"
46,"State-gov",14,"Protective-serv",0,0,40,"Male","Male","White","Unmarried","Widowed","United-States","<=50K",0,"adult.data",159,"train_pool"
18,"Private",7,"Handlers-cleaners",0,0,16,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",160,"train_pool"
66,"Local-gov",11,"Prof-specialty",0,0,20,"Female","Female","White","Not-in-family","Widowed","United-States","<=50K",0,"adult.data",161,"train_pool"
27,"Private",9,"Other-service",0,1980,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",162,"train_pool"
28,"State-gov",9,"Protective-serv",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",163,"train_pool"
51,"Private",10,"Sales",0,1977,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",164,"train_pool"
27,"Private",13,"Craft-repair",0,0,50,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",165,"train_pool"
28,"State-gov",13,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",166,"train_pool"
27,"Private",9,"Sales",0,0,25,"Female","Female","White","Unmarried","Married-spouse-absent","United-States","<=50K",0,"adult.data",167,"train_pool"
21,"Private",9,"Craft-repair",0,0,40,"Male","Male","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",168,"train_pool"
34,"Private",9,"Handlers-cleaners",0,0,40,"Male","Male","Black","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",169,"train_pool"
18,"Private",9,"Other-service",0,0,12,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",170,"train_pool"
33,"Private",13,"Prof-specialty",0,0,65,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",171,"train_pool"
44,"Local-gov",10,"Exec-managerial",0,0,38,"Male","Male","Black","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",172,"train_pool"
43,"Private",10,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",173,"train_pool"
30,"Private",10,"Craft-repair",0,0,45,"Male","Male","Black","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",174,"train_pool"
40,"Private",4,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Mexico",">50K",1,"adult.data",175,"train_pool"
37,"Federal-gov",10,"Adm-clerical",0,0,42,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",176,"train_pool"
34,"Private",9,"Adm-clerical",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",177,"train_pool"
41,"Self-emp-not-inc",13,"Exec-managerial",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",178,"train_pool"
58,"State-gov",16,"Prof-specialty",0,0,1,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",180,"train_pool"
24,"Private",10,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",182,"train_pool"
41,"Local-gov",13,"Craft-repair",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",183,"train_pool"
47,"Private",10,"Tech-support",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",184,"train_pool"
41,"Federal-gov",13,"Tech-support",0,0,24,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",185,"train_pool"
23,"Private",3,"Transport-moving",0,0,40,"Male","Male","White","Other-relative","Married-civ-spouse","Mexico","<=50K",0,"adult.data",186,"train_pool"
36,"Private",10,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",187,"train_pool"
40,"Federal-gov",14,"Exec-managerial",14084,0,55,"Female","Female","White","Not-in-family","Never-married","United-States",">50K",1,"adult.data",188,"train_pool"
35,"Private",14,"Prof-specialty",7298,0,40,"Male","Male","White","Other-relative","Married-civ-spouse","United-States",">50K",1,"adult.data",189,"train_pool"
24,"Self-emp-not-inc",9,"Sales",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",190,"train_pool"
26,"Private",14,"Prof-specialty",0,1876,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",191,"train_pool"
51,"Private",13,"Exec-managerial",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",192,"train_pool"
37,"State-gov",9,"Adm-clerical",0,0,35,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",194,"train_pool"
36,"Private",13,"Other-service",7298,0,36,"Male","Male","Black","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",196,"train_pool"
35,"Private",9,"Craft-repair",0,0,60,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",197,"train_pool"
58,"Self-emp-inc",9,"Sales",15024,0,35,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",198,"train_pool"
17,"Private",7,"Sales",0,0,12,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",199,"train_pool"
44,"Local-gov",9,"Transport-moving",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",200,"train_pool"
37,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",201,"train_pool"
35,"Private",10,"Sales",0,0,40,"Female","Female","Amer-Indian-Eskimo","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",202,"train_pool"
60,"Private",9,"Craft-repair",0,0,40,"Male","Male","Asian-Pac-Islander","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",203,"train_pool"
54,"Self-emp-inc",4,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",204,"train_pool"
37,"Private",13,"Exec-managerial",0,0,60,"Male","Male","Black","Not-in-family","Never-married","United-States",">50K",1,"adult.data",205,"train_pool"
50,"Private",12,"Sales",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",206,"train_pool"
38,"Private",13,"Sales",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","Poland","<=50K",0,"adult.data",207,"train_pool"
45,"Private",13,"Prof-specialty",0,0,55,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",208,"train_pool"
25,"Private",6,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",209,"train_pool"
31,"Private",10,"Handlers-cleaners",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",210,"train_pool"
90,"Private",9,"Other-service",0,2206,40,"Male","Male","Black","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",211,"train_pool"
54,"Private",9,"Adm-clerical",0,0,20,"Male","Male","Black","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",212,"train_pool"
