"age","workclass","education_num","occupation","capital_gain","capital_loss","hours_per_week","sex","group","race","relationship","marital_status","native_country","income","y","source_file","row_id","set_type","bias_level"
41,"Private",10,"Craft-repair",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",24962,"train_moderate","moderate"
33,"Private",14,"Prof-specialty",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",7523,"train_moderate","moderate"
51,"Private",9,"Protective-serv",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11533,"train_moderate","moderate"
43,"Private",14,"Prof-specialty",5178,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",20803,"train_moderate","moderate"
20,"Private",7,"Other-service",0,0,25,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.test",36321,"train_moderate","moderate"
40,"Private",11,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",3169,"train_moderate","moderate"
59,"Local-gov",9,"Adm-clerical",0,0,38,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",7641,"train_moderate","moderate"
49,"Self-emp-inc",9,"Exec-managerial",0,1902,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",22953,"train_moderate","moderate"
58,"Local-gov",9,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.test",36421,"train_moderate","moderate"
41,"Private",13,"Sales",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States",">50K",1,"adult.test",33686,"train_moderate","moderate"
38,"State-gov",16,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",24069,"train_moderate","moderate"
39,"Private",13,"Adm-clerical",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.test",32226,"train_moderate","moderate"
21,"Private",9,"Other-service",0,0,35,"Female","Female","White","Own-child","Separated","United-States","<=50K",0,"adult.data",3158,"train_moderate","moderate"
49,"Private",9,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",26560,"train_moderate","moderate"
30,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8414,"train_moderate","moderate"
20,"Private",10,"Other-service",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",13461,"train_moderate","moderate"
42,"Local-gov",14,"Prof-specialty",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States",">50K",1,"adult.data",19995,"train_moderate","moderate"
61,"Private",10,"Exec-managerial",0,0,38,"Male","Male","White","Not-in-family","Never-married","United-States",">50K",1,"adult.test",41019,"train_moderate","moderate"
45,"Private",10,"Transport-moving",0,0,55,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",18292,"train_moderate","moderate"
54,"Private",13,"Prof-specialty",0,1340,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",28728,"train_moderate","moderate"
47,"Self-emp-not-inc",10,"Farming-fishing",0,0,86,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",12567,"train_moderate","moderate"
35,"Private",11,"Exec-managerial",0,0,45,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",9747,"train_moderate","moderate"
48,"Local-gov",14,"Prof-specialty",0,0,80,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",10483,"train_moderate","moderate"
33,"Private",10,"Adm-clerical",0,0,36,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",7330,"train_moderate","moderate"
34,"Private",10,"Adm-clerical",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",28755,"train_moderate","moderate"
43,"Private",9,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",24439,"train_moderate","moderate"
32,"Private",16,"Prof-specialty",0,0,65,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",22405,"train_moderate","moderate"
29,"Self-emp-not-inc",9,"Craft-repair",0,0,45,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",30269,"train_moderate","moderate"
19,"Self-emp-not-inc",10,"Craft-repair",0,0,20,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",1009,"train_moderate","moderate"
51,"Private",5,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",2036,"train_moderate","moderate"
34,"Self-emp-not-inc",13,"Sales",0,0,55,"Male","Male","Asian-Pac-Islander","Husband","Married-civ-spouse","India","<=50K",0,"adult.data",21728,"train_moderate","moderate"
36,"Private",10,"Machine-op-inspct",0,0,44,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",15689,"train_moderate","moderate"
18,"Local-gov",6,"Other-service",0,0,25,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",25315,"train_moderate","moderate"
44,"Private",11,"Exec-managerial",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",6811,"train_moderate","moderate"
31,"Private",9,"Sales",0,0,40,"Male","Male","White","Other-relative","Never-married","United-States","<=50K",0,"adult.data",25116,"train_moderate","moderate"
47,"Local-gov",14,"Prof-specialty",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",9395,"train_moderate","moderate"
39,"Private",10,"Exec-managerial",8614,0,40,"Female","Female","White","Not-in-family","Divorced","United-States",">50K",1,"adult.data",2536,"train_moderate","moderate"
47,"Private",13,"Sales",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.test",41839,"train_moderate","moderate"
45,"Private",4,"Craft-repair",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",30912,"train_moderate","moderate"
71,"Private",9,"Prof-specialty",0,0,40,"Female","Female","White","Not-in-family","Widowed","United-States","<=50K",0,"adult.test",35816,"train_moderate","moderate"
43,"Private",3,"Machine-op-inspct",0,2129,72,"Female","Female","Asian-Pac-Islander","Wife","Married-civ-spouse","Missing","<=50K",0,"adult.data",7786,"train_moderate","moderate"
53,"Private",6,"Craft-repair",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",28220,"train_moderate","moderate"
67,"Self-emp-not-inc",9,"Farming-fishing",0,0,25,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",36509,"train_moderate","moderate"
36,"Private",9,"Craft-repair",7298,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",14129,"train_moderate","moderate"
22,"Private",10,"Prof-specialty",0,0,98,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",14960,"train_moderate","moderate"
23,"Private",10,"Machine-op-inspct",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.test",33892,"train_moderate","moderate"
40,"Private",10,"Craft-repair",0,0,60,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",25808,"train_moderate","moderate"
32,"Private",13,"Adm-clerical",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",1683,"train_moderate","moderate"
35,"Private",11,"Tech-support",0,0,35,"Male","Male","White","Own-child","Divorced","United-States","<=50K",0,"adult.data",24526,"train_moderate","moderate"
34,"Private",13,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",30488,"train_moderate","moderate"
21,"Private",9,"Handlers-cleaners",0,0,45,"Male","Male","White","Unmarried","Never-married","United-States","<=50K",0,"adult.data",15473,"train_moderate","moderate"
29,"Private",10,"Craft-repair",0,0,45,"Male","Male","Asian-Pac-Islander","Not-in-family","Never-married","Philippines","<=50K",0,"adult.test",40915,"train_moderate","moderate"
60,"Private",14,"Transport-moving",0,0,10,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",24594,"train_moderate","moderate"
52,"Private",9,"Machine-op-inspct",0,0,40,"Male","Male","Asian-Pac-Islander","Husband","Married-civ-spouse","Vietnam","<=50K",0,"adult.test",42120,"train_moderate","moderate"
58,"Private",3,"Machine-op-inspct",0,0,40,"Male","Male","Black","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",1268,"train_moderate","moderate"
37,"Federal-gov",9,"Adm-clerical",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",10543,"train_moderate","moderate"
46,"State-gov",10,"Protective-serv",0,0,70,"Male","Male","Black","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",24456,"train_moderate","moderate"
37,"Self-emp-not-inc",9,"Craft-repair",0,0,35,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",15315,"train_moderate","moderate"
20,"Federal-gov",10,"Protective-serv",0,0,40,"Male","Male","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",30006,"train_moderate","moderate"
58,"Private",16,"Prof-specialty",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",39180,"train_moderate","moderate"
70,"Self-emp-inc",10,"Exec-managerial",0,0,30,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",25840,"train_moderate","moderate"
64,"Private",9,"Sales",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",34765,"train_moderate","moderate"
25,"Private",3,"Handlers-cleaners",0,0,40,"Male","Male","White","Own-child","Married-civ-spouse","United-States","<=50K",0,"adult.data",4847,"train_moderate","moderate"
58,"State-gov",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",30528,"train_moderate","moderate"
50,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",13788,"train_moderate","moderate"
17,"Private",7,"Other-service",0,0,20,"Female","Female","White","Other-relative","Never-married","United-States","<=50K",0,"adult.test",44657,"train_moderate","moderate"
30,"Private",11,"Craft-repair",0,0,40,"Male","Male","White","Own-child","Never-married","United-States",">50K",1,"adult.data",13155,"train_moderate","moderate"
23,"Private",10,"Other-service",0,0,55,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.test",45020,"train_moderate","moderate"
44,"Private",13,"Prof-specialty",0,0,55,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",26746,"train_moderate","moderate"
48,"Private",5,"Sales",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Missing","<=50K",0,"adult.test",39340,"train_moderate","moderate"
44,"Private",11,"Adm-clerical",7298,0,51,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",17116,"train_moderate","moderate"
57,"Self-emp-inc",14,"Sales",0,1977,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",41983,"train_moderate","moderate"
45,"Private",13,"Sales",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",36163,"train_moderate","moderate"
49,"Local-gov",9,"Other-service",0,0,40,"Male","Male","White","Other-relative","Married-civ-spouse","Italy","<=50K",0,"adult.test",31464,"train_moderate","moderate"
52,"Private",9,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",7567,"train_moderate","moderate"
29,"Private",12,"Tech-support",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",40540,"train_moderate","moderate"
54,"Private",9,"Adm-clerical",0,0,54,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",29737,"train_moderate","moderate"
49,"Private",14,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11142,"train_moderate","moderate"
43,"State-gov",10,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Missing","<=50K",0,"adult.data",733,"train_moderate","moderate"
37,"Private",9,"Machine-op-inspct",0,0,38,"Male","Male","White","Not-in-family","Never-married","Puerto-Rico","<=50K",0,"adult.data",17396,"train_moderate","moderate"
30,"Self-emp-not-inc",16,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",45269,"train_moderate","moderate"
39,"Private",13,"Adm-clerical",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",16192,"train_moderate","moderate"
53,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23355,"train_moderate","moderate"
47,"State-gov",16,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11976,"train_moderate","moderate"
38,"Local-gov",10,"Farming-fishing",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",40674,"train_moderate","moderate"
45,"Self-emp-inc",10,"Exec-managerial",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",4626,"train_moderate","moderate"
49,"Private",7,"Craft-repair",2174,0,40,"Male","Male","White","Not-in-family","Widowed","United-States","<=50K",0,"adult.test",36319,"train_moderate","moderate"
29,"Private",9,"Protective-serv",0,0,20,"Female","Female","Black","Own-child","Never-married","United-States","<=50K",0,"adult.test",45725,"train_moderate","moderate"
27,"Private",9,"Other-service",0,0,60,"Male","Male","Asian-Pac-Islander","Not-in-family","Never-married","China","<=50K",0,"adult.test",39575,"train_moderate","moderate"
57,"Local-gov",9,"Transport-moving",0,0,25,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",14309,"train_moderate","moderate"
23,"Private",11,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",34443,"train_moderate","moderate"
57,"Private",10,"Tech-support",0,0,16,"Female","Female","White","Not-in-family","Widowed","United-States","<=50K",0,"adult.data",24825,"train_moderate","moderate"
46,"Federal-gov",9,"Adm-clerical",0,0,80,"Male","Male","Black","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",28019,"train_moderate","moderate"
37,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",40740,"train_moderate","moderate"
32,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",28922,"train_moderate","moderate"
41,"Private",13,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Missing",">50K",1,"adult.data",5623,"train_moderate","moderate"
56,"Private",9,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",38656,"train_moderate","moderate"
41,"Local-gov",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",28171,"train_moderate","moderate"
37,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.test",32529,"train_moderate","moderate"
57,"Private",9,"Other-service",0,0,40,"Female","Female","Amer-Indian-Eskimo","Unmarried","Separated","United-States","<=50K",0,"adult.test",36423,"train_moderate","moderate"
41,"Private",9,"Transport-moving",0,1977,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",44236,"train_moderate","moderate"
55,"Private",9,"Sales",0,0,40,"Female","Female","White","Not-in-family","Divorced","England","<=50K",0,"adult.data",5155,"train_moderate","moderate"
31,"Private",9,"Craft-repair",0,0,55,"Male","Male","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",725,"train_moderate","moderate"
43,"Private",14,"Prof-specialty",0,0,37,"Female","Female","Black","Unmarried","Widowed","United-States","<=50K",0,"adult.data",30105,"train_moderate","moderate"
37,"Private",13,"Prof-specialty",0,0,40,"Female","Female","Black","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",24389,"train_moderate","moderate"
23,"Local-gov",13,"Prof-specialty",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",10958,"train_moderate","moderate"
24,"Private",12,"Other-service",0,0,3,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.test",39965,"train_moderate","moderate"
32,"Private",10,"Other-service",0,0,34,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.test",32589,"train_moderate","moderate"
23,"Private",12,"Sales",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",28509,"train_moderate","moderate"
58,"Self-emp-not-inc",13,"Prof-specialty",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",22811,"train_moderate","moderate"
35,"Private",7,"Machine-op-inspct",0,0,40,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",20307,"train_moderate","moderate"
35,"Private",9,"Farming-fishing",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11675,"train_moderate","moderate"
42,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Other-relative","Never-married","United-States","<=50K",0,"adult.test",39639,"train_moderate","moderate"
55,"Private",9,"Transport-moving",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",3428,"train_moderate","moderate"
32,"Private",9,"Machine-op-inspct",0,0,40,"Female","Female","White","Unmarried","Widowed","United-States","<=50K",0,"adult.test",45508,"train_moderate","moderate"
41,"Local-gov",10,"Protective-serv",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",29233,"train_moderate","moderate"
56,"State-gov",10,"Adm-clerical",0,2339,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.test",34917,"train_moderate","moderate"
45,"Self-emp-inc",13,"Exec-managerial",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",40439,"train_moderate","moderate"
