"age","workclass","education_num","occupation","capital_gain","capital_loss","hours_per_week","sex","group","race","relationship","marital_status","native_country","income","y","source_file","row_id","set_type","bias_level"
34,"Private",13,"Sales",0,0,38,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",7550,"train_severe","severe"
41,"Private",10,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",14256,"train_severe","severe"
55,"Private",11,"Prof-specialty",0,1977,50,"Male","Male","White","Husband","Married-civ-spouse","Germany",">50K",1,"adult.data",10442,"train_severe","severe"
38,"Local-gov",13,"Prof-specialty",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.test",39154,"train_severe","severe"
28,"Private",9,"Handlers-cleaners",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",2214,"train_severe","severe"
53,"Private",10,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",25205,"train_severe","severe"
28,"Private",12,"Tech-support",0,1887,70,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",22689,"train_severe","severe"
54,"Private",13,"Prof-specialty",0,1340,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",28728,"train_severe","severe"
36,"Private",14,"Exec-managerial",0,0,40,"Male","Male","Asian-Pac-Islander","Husband","Married-civ-spouse","Taiwan",">50K",1,"adult.data",2195,"train_severe","severe"
58,"Private",14,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",24393,"train_severe","severe"
26,"Private",13,"Prof-specialty",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",30204,"train_severe","severe"
19,"Private",9,"Other-service",0,0,25,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.test",32673,"train_severe","severe"
40,"Private",13,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",22947,"train_severe","severe"
60,"Private",14,"Prof-specialty",0,0,50,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",6955,"train_severe","severe"
50,"Private",12,"Adm-clerical",0,0,40,"Male","Male","Asian-Pac-Islander","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",9778,"train_severe","severe"
30,"Private",9,"Craft-repair",0,0,42,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",43833,"train_severe","severe"
21,"Private",9,"Sales",0,0,50,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",15784,"train_severe","severe"
27,"Private",13,"Adm-clerical",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",26084,"train_severe","severe"
29,"Private",10,"Handlers-cleaners",0,0,40,"Male","Male","White","Other-relative","Never-married","United-States","<=50K",0,"adult.data",29810,"train_severe","severe"
39,"Self-emp-not-inc",13,"Sales",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",41070,"train_severe","severe"
36,"State-gov",14,"Prof-specialty",5455,0,30,"Male","Male","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",11119,"train_severe","severe"
51,"Self-emp-inc",13,"Craft-repair",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",37014,"train_severe","severe"
30,"Self-emp-not-inc",7,"Sales",0,653,40,"Male","Male","White","Unmarried","Divorced","United-States","<=50K",0,"adult.test",37292,"train_severe","severe"
17,"Private",6,"Other-service",0,1602,12,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",25893,"train_severe","severe"
44,"Federal-gov",9,"Adm-clerical",0,0,40,"Female","Female","White","Unmarried","Never-married","United-States","<=50K",0,"adult.data",26753,"train_severe","severe"
36,"Self-emp-not-inc",13,"Sales",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",24398,"train_severe","severe"
32,"Private",10,"Other-service",0,0,40,"Male","Male","White","Other-relative","Divorced","Nicaragua","<=50K",0,"adult.data",1900,"train_severe","severe"
22,"Private",10,"Protective-serv",0,0,25,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",3729,"train_severe","severe"
38,"Private",9,"Transport-moving",0,0,40,"Male","Male","Other","Husband","Married-civ-spouse","Puerto-Rico","<=50K",0,"adult.data",20519,"train_severe","severe"
25,"Private",9,"Transport-moving",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",403,"train_severe","severe"
31,"Private",9,"Adm-clerical",0,0,40,"Male","Male","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",1754,"train_severe","severe"
51,"Self-emp-not-inc",9,"Transport-moving",0,0,65,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",20037,"train_severe","severe"
77,"Self-emp-not-inc",9,"Machine-op-inspct",401,0,20,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",2423,"train_severe","severe"
59,"Self-emp-inc",13,"Exec-managerial",0,1977,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11099,"train_severe","severe"
35,"Private",8,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",6615,"train_severe","severe"
21,"Private",10,"Farming-fishing",0,0,10,"Male","Male","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",1203,"train_severe","severe"
26,"Local-gov",14,"Prof-specialty",0,0,50,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",12713,"train_severe","severe"
42,"Private",13,"Prof-specialty",0,653,50,"Male","Male","White","Unmarried","Divorced","United-States",">50K",1,"adult.data",12605,"train_severe","severe"
42,"Private",10,"Sales",0,0,80,"Male","Male","White","Not-in-family","Never-married","United-States",">50K",1,"adult.test",35028,"train_severe","severe"
25,"State-gov",10,"Transport-moving",0,0,40,"Male","Male","Black","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",4426,"train_severe","severe"
22,"Private",9,"Farming-fishing",0,0,50,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11096,"train_severe","severe"
41,"Private",9,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",45918,"train_severe","severe"
44,"Private",13,"Exec-managerial",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",30014,"train_severe","severe"
24,"Private",10,"Sales",0,0,45,"Female","Female","White","Unmarried","Separated","United-States","<=50K",0,"adult.data",3960,"train_severe","severe"
33,"Private",9,"Craft-repair",0,1672,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",42041,"train_severe","severe"
30,"Local-gov",13,"Tech-support",3325,0,35,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.test",42081,"train_severe","severe"
35,"Private",15,"Prof-specialty",99999,0,45,"Male","Male","White","Not-in-family","Never-married","United-States",">50K",1,"adult.test",43010,"train_severe","severe"
37,"Private",5,"Machine-op-inspct",0,0,48,"Female","Female","Black","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",11341,"train_severe","severe"
23,"Private",10,"Other-service",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",14109,"train_severe","severe"
41,"Federal-gov",9,"Adm-clerical",0,1980,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",10468,"train_severe","severe"
28,"Federal-gov",12,"Adm-clerical",0,0,40,"Male","Male","Amer-Indian-Eskimo","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",36690,"train_severe","severe"
32,"Private",10,"Other-service",0,0,40,"Male","Male","Black","Not-in-family","Never-married","United-States","<=50K",0,"adult.test",35052,"train_severe","severe"
19,"Private",10,"Other-service",0,0,15,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8937,"train_severe","severe"
42,"Self-emp-inc",2,"Sales",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","Missing","<=50K",0,"adult.data",13439,"train_severe","severe"
70,"Self-emp-inc",13,"Sales",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.test",43137,"train_severe","severe"
19,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",18343,"train_severe","severe"
31,"Federal-gov",9,"Adm-clerical",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",43031,"train_severe","severe"
18,"Private",8,"Handlers-cleaners",0,0,22,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.test",39388,"train_severe","severe"
18,"Private",10,"Other-service",0,0,25,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.test",34166,"train_severe","severe"
44,"Private",10,"Craft-repair",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",29643,"train_severe","severe"
30,"Private",9,"Craft-repair",0,0,40,"Male","Male","Asian-Pac-Islander","Unmarried","Never-married","Vietnam","<=50K",0,"adult.data",5788,"train_severe","severe"
23,"Private",10,"Handlers-cleaners",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",16267,"train_severe","severe"
34,"Private",9,"Transport-moving",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",11716,"train_severe","severe"
48,"Private",7,"Machine-op-inspct",0,0,56,"Male","Male","Black","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",32614,"train_severe","severe"
48,"Private",9,"Craft-repair",0,0,50,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",20458,"train_severe","severe"
17,"Private",7,"Sales",0,0,5,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",29380,"train_severe","severe"
51,"Self-emp-inc",10,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",14272,"train_severe","severe"
28,"Private",13,"Transport-moving",0,0,55,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",525,"train_severe","severe"
50,"Self-emp-inc",10,"Exec-managerial",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","Germany",">50K",1,"adult.data",17458,"train_severe","severe"
35,"Private",9,"Other-service",0,0,20,"Female","Female","Black","Unmarried","Married-spouse-absent","United-States","<=50K",0,"adult.data",15130,"train_severe","severe"
48,"Private",9,"Exec-managerial",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.test",32098,"train_severe","severe"
39,"Local-gov",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",21883,"train_severe","severe"
38,"Private",15,"Prof-specialty",0,0,99,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",12776,"train_severe","severe"
54,"Private",9,"Handlers-cleaners",0,0,40,"Female","Female","White","Unmarried","Widowed","United-States","<=50K",0,"adult.data",16730,"train_severe","severe"
39,"Private",12,"Adm-clerical",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",3099,"train_severe","severe"
25,"Private",12,"Handlers-cleaners",0,0,26,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",29827,"train_severe","severe"
25,"Private",11,"Sales",0,0,45,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",4262,"train_severe","severe"
74,"Self-emp-inc",10,"Exec-managerial",0,0,35,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",25065,"train_severe","severe"
21,"Private",9,"Other-service",0,0,35,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",16863,"train_severe","severe"
41,"Private",10,"Sales",0,0,46,"Male","Male","White","Unmarried","Divorced","United-States","<=50K",0,"adult.test",42152,"train_severe","severe"
45,"Self-emp-not-inc",9,"Transport-moving",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",22859,"train_severe","severe"
19,"Private",9,"Sales",0,0,30,"Male","Male","Asian-Pac-Islander","Not-in-family","Never-married","United-States","<=50K",0,"adult.test",41442,"train_severe","severe"
31,"Private",10,"Farming-fishing",7298,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",22908,"train_severe","severe"
32,"Private",10,"Craft-repair",0,0,55,"Male","Male","White","Husband","Married-civ-spouse","Greece","<=50K",0,"adult.data",3012,"train_severe","severe"
50,"Self-emp-inc",14,"Prof-specialty",0,0,50,"Male","Male","Black","Not-in-family","Never-married","Trinadad&Tobago","<=50K",0,"adult.data",21506,"train_severe","severe"
37,"Private",13,"Prof-specialty",0,0,50,"Male","Male","Other","Husband","Married-civ-spouse","Missing",">50K",1,"adult.data",27464,"train_severe","severe"
33,"Private",9,"Craft-repair",4386,0,48,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",37737,"train_severe","severe"
57,"Self-emp-not-inc",10,"Exec-managerial",0,0,55,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",3340,"train_severe","severe"
51,"Local-gov",12,"Adm-clerical",0,0,40,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.test",38008,"train_severe","severe"
65,"Private",14,"Prof-specialty",0,0,99,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23929,"train_severe","severe"
58,"Self-emp-inc",9,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",45828,"train_severe","severe"
43,"Federal-gov",14,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",26973,"train_severe","severe"
60,"Local-gov",14,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",18183,"train_severe","severe"
33,"Self-emp-not-inc",15,"Prof-specialty",0,1887,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",28051,"train_severe","severe"
52,"Self-emp-not-inc",13,"Prof-specialty",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",529,"train_severe","severe"
55,"Private",3,"Other-service",0,0,25,"Male","Male","Black","Unmarried","Divorced","United-States","<=50K",0,"adult.data",820,"train_severe","severe"
17,"Private",7,"Other-service",0,0,20,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",15392,"train_severe","severe"
20,"Private",9,"Other-service",0,0,35,"Male","Male","Black","Own-child","Never-married","United-States","<=50K",0,"adult.test",31607,"train_severe","severe"
33,"Private",8,"Machine-op-inspct",0,0,40,"Male","Male","White","Own-child","Divorced","United-States","<=50K",0,"adult.test",41707,"train_severe","severe"
29,"Private",5,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Mexico","<=50K",0,"adult.data",21720,"train_severe","severe"
18,"State-gov",9,"Adm-clerical",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.test",31942,"train_severe","severe"
68,"Self-emp-not-inc",7,"Farming-fishing",0,0,20,"Male","Male","White","Unmarried","Never-married","United-States","<=50K",0,"adult.data",752,"train_severe","severe"
21,"Private",10,"Machine-op-inspct",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.test",32176,"train_severe","severe"
60,"Private",11,"Tech-support",7298,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",22206,"train_severe","severe"
37,"Self-emp-not-inc",9,"Farming-fishing",0,0,72,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",16622,"train_severe","severe"
50,"Private",14,"Exec-managerial",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",18168,"train_severe","severe"
35,"Private",13,"Exec-managerial",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",38925,"train_severe","severe"
33,"Private",7,"Handlers-cleaners",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",40105,"train_severe","severe"
30,"State-gov",13,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",35055,"train_severe","severe"
20,"State-gov",10,"Handlers-cleaners",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.test",40102,"train_severe","severe"
24,"Private",3,"Farming-fishing",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","Mexico","<=50K",0,"adult.test",45703,"train_severe","severe"
47,"Private",14,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",4824,"train_severe","severe"
39,"State-gov",10,"Protective-serv",0,0,70,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",17341,"train_severe","severe"
20,"Private",9,"Other-service",0,0,45,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.test",37500,"train_severe","severe"
42,"Self-emp-not-inc",13,"Prof-specialty",0,1887,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",27328,"train_severe","severe"
23,"Private",7,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Puerto-Rico","<=50K",0,"adult.data",14174,"train_severe","severe"
22,"Local-gov",11,"Adm-clerical",0,0,10,"Female","Female","White","Own-child","Never-married","Missing","<=50K",0,"adult.data",14729,"train_severe","severe"
54,"Federal-gov",10,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",4882,"train_severe","severe"
29,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",24695,"train_severe","severe"
26,"Private",9,"Handlers-cleaners",0,0,28,"Male","Male","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",19977,"train_severe","severe"
42,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",16261,"train_severe","severe"
26,"Private",10,"Craft-repair",0,0,40,"Male","Male","Amer-Indian-Eskimo","Own-child","Never-married","United-States","<=50K",0,"adult.data",16797,"train_severe","severe"
34,"Private",10,"Handlers-cleaners",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",25977,"train_severe","severe"
45,"Local-gov",10,"Adm-clerical",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",15138,"train_severe","severe"
64,"Local-gov",11,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11451,"train_severe","severe"
33,"Private",13,"Prof-specialty",15024,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",35078,"train_severe","severe"
36,"Private",10,"Other-service",0,0,30,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.test",39097,"train_severe","severe"
51,"Self-emp-not-inc",8,"Other-service",0,0,99,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",28082,"train_severe","severe"
44,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",1110,"train_severe","severe"
55,"Private",9,"Other-service",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23115,"train_severe","severe"
53,"Private",3,"Craft-repair",5178,0,40,"Male","Male","Other","Husband","Married-civ-spouse","Puerto-Rico",">50K",1,"adult.data",17496,"train_severe","severe"
51,"Private",13,"Exec-managerial",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",20008,"train_severe","severe"
23,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Unmarried","Never-married","United-States","<=50K",0,"adult.test",43330,"train_severe","severe"
44,"Local-gov",9,"Craft-repair",0,0,40,"Male","Male","Black","Unmarried","Divorced","United-States","<=50K",0,"adult.data",8919,"train_severe","severe"
22,"Private",10,"Adm-clerical",0,0,40,"Male","Male","Asian-Pac-Islander","Not-in-family","Never-married","Missing","<=50K",0,"adult.data",3610,"train_severe","severe"
31,"Private",10,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.test",45672,"train_severe","severe"
43,"Private",10,"Adm-clerical",0,0,35,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",34164,"train_severe","severe"
43,"Private",13,"Handlers-cleaners",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",42260,"train_severe","severe"
33,"Local-gov",13,"Tech-support",0,1564,52,"Male","Male","Black","Not-in-family","Never-married","United-States",">50K",1,"adult.data",14683,"train_severe","severe"
34,"Private",9,"Craft-repair",0,0,45,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.test",34309,"train_severe","severe"
48,"Private",13,"Exec-managerial",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.test",42979,"train_severe","severe"
56,"Private",9,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",5293,"train_severe","severe"
38,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",26200,"train_severe","severe"
49,"Private",13,"Sales",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",21723,"train_severe","severe"
40,"Private",9,"Adm-clerical",6849,0,38,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",12902,"train_severe","severe"
33,"Private",4,"Farming-fishing",0,0,40,"Male","Male","White","Not-in-family","Never-married","Mexico",">50K",1,"adult.data",23735,"train_severe","severe"
30,"Private",9,"Transport-moving",99999,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",9185,"train_severe","severe"
55,"State-gov",12,"Adm-clerical",0,0,40,"Male","Male","Asian-Pac-Islander","Own-child","Divorced","United-States","<=50K",0,"adult.data",23053,"train_severe","severe"
77,"Private",9,"Prof-specialty",0,0,35,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.test",34225,"train_severe","severe"
